name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-133 c,2132,8.45 Earths,12.896,2014
Kepler-1340 b,3203,3.02 Earths,15.003,2016
Kepler-1341 b,1556,9.22 Earths,15.356,2016
Kepler-1342 b,2906,3.39 Earths,15.726,2016
Kepler-1343 b,5730,4.38 Earths,15.617,2016
Kepler-1344 b,2786,4.04 Earths,14.192,2016
Kepler-1345 b,4420,6.17 Earths,13.775,2016
Kepler-1338 b,2457,0.721 Earths,13.699,2016
Kepler-1339 b,1210,0.285 Earths,12.344,2016
Kepler-133 b,2132,3.75 Earths,12.896,2014
Kepler-133 c,2132,8.45 Earths,12.896,2014
Kepler-1340 b,3203,3.02 Earths,15.003,2016
Kepler-1341 b,1556,9.22 Earths,15.356,2016
Kepler-1342 b,2906,3.39 Earths,15.726,2016
Kepler-1343 b,5730,4.38 Earths,15.617,2016
Kepler-1344 b,2786,4.04 Earths,14.192,2016
Kepler-1345 b,4420,6.17 Earths,13.775,2016
Kepler-1353 b,1936,3.89 Earths,15.734,2016
Kepler-1354 b,3652,9.11 Earths,14.59,2016
Kepler-1355 b,2973,2.73 Earths,15.595,2016
Kepler-1356 b,2757,2.96 Earths,15.887,2016
Kepler-1357 b,3313,2.18 Earths,15.322,2016
Kepler-1358 b,1784,1.46 Earths,14.693,2016
Kepler-1359 b,2006,8.4 Earths,15.987,2016
Kepler-135 b,2028,3.93 Earths,12.794,2014
Kepler-135 c,2028,1.65 Earths,12.794,2014
Kepler-1360 b,4946,11.5 Earths,14.007,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1362 b,2385,7.27 Earths,16.05,2016
Kepler-1363 b,1767,2.1 Earths,15.454,2016
Kepler-1364 b,3448,5.27 Earths,13.196,2016
Kepler-1365 b,2740,0.721 Earths,13.417,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1366 b,1520,2.63 Earths,16.685,2016
Kepler-1367 b,1310,0.721 Earths,16.012,2016
Kepler-1368 b,5336,3.36 Earths,15.914,2016
Kepler-1369 b,4034,7.7 Earths,15.621,2016
Kepler-1361 b,1269,0.566 Earths,14.096,2016
Kepler-1362 b,2385,7.27 Earths,16.05,2016
Kepler-1363 b,1767,2.1 Earths,15.454,2016
Kepler-1364 b,3448,5.27 Earths,13.196,2016
Kepler-1365 b,2740,0.721 Earths,13.417,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1366 b,1520,2.63 Earths,16.685,2016
Kepler-1367 b,1310,0.721 Earths,16.012,2016
Kepler-1368 b,5336,3.36 Earths,15.914,2016
Kepler-1369 b,4034,7.7 Earths,15.621,2016
Kepler-136 b,1373,19.8 Earths,11.822,2014
Kepler-136 c,1373,4.62 Earths,11.822,2014
Kepler-1370 b,3275,4.04 Earths,13.718,2016
Kepler-1370 c,3275,2.15 Earths,13.718,2016
Kepler-1371 b,1681,0.315 Earths,14.018,2016
Kepler-1371 c,1681,0.196 Earths,14.018,2016
Kepler-1372 b,4251,2.15 Earths,15.667,2016
Kepler-1373 b,5544,1.65 Earths,14.328,2016
Kepler-1374 b,3518,5.86 Earths,15.991,2016
Kepler-1375 b,4667,3.68 Earths,13.864,2016
Kepler-1376 b,2832,1.16 Earths,14.792,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1376 b,2832,1.16 Earths,14.792,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1376 b,2832,1.16 Earths,14.792,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1376 b,2832,1.16 Earths,14.792,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1384 b,2016,4.42 Earths,15.7578,2016
Kepler-1385 b,2247,0.543 Earths,12.947,2016
Kepler-1386 b,2727,2.07 Earths,14.597,2016
Kepler-1387 b,1485,0.749 Earths,14.727,2016
Kepler-1388 b,1480,7.22 Earths,16.43,2016
Kepler-1388 c,1480,5.73 Earths,16.43,2016
Kepler-1388 d,1480,8.55 Earths,16.43,2016
Kepler-1388 e,1480,6.62 Earths,16.43,2016
Kepler-1389 b,1622,3.78 Earths,14.896,2016
Kepler-138 b,218,0.066 Earths,13.04,2014
Kepler-138 c,218,1.97 Earths,13.04,2014
Kepler-138 d,218,0.64 Earths,13.04,2014
Kepler-1390 b,2360,1.76 Earths,14.558,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1408 b,1745,0.64 Earths,12.124,2016
Kepler-1409 b,2267,1.12 Earths,15.391,2016
Kepler-140 b,1905,3.22 Earths,13.018,2014
Kepler-140 c,1905,3.89 Earths,13.018,2014
Kepler-1410 b,1197,3.82 Earths,16.319,2016
Kepler-1411 b,5416,8.35 Earths,15.945,2016
Kepler-1412 b,2465,0.498 Earths,13.347,2016
Kepler-1413 b,3808,3.97 Earths,16.473,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1417 b,3235,0.972 Earths,14.038,2016
Kepler-1418 b,1628,3.39 Earths,15.461,2016
Kepler-1419 b,4888,8.55 Earths,15.96,2016
Kepler-141 b,982,0.257 Earths,13.624,2014
Kepler-141 c,982,2.57 Earths,13.624,2014
Kepler-1420 b,3439,2.18 Earths,15.894,2016
Kepler-1421 b,2555,0.749 Earths,12.868,2016
Kepler-1422 b,8044,4.74 Earths,15.741,2016
Kepler-1423 b,1465,1.2 Earths,14.721,2016
Kepler-1424 b,2158,1.65 Earths,13.756,2016
Kepler-1425 b,2818,0.779 Earths,13.681,2016
Kepler-1426 b,5538,3.05 Earths,15.464,2016
Kepler-1427 b,3980,1.37 Earths,15.601,2016
Kepler-1428 b,4992,3.33 Earths,13.759,2016
Kepler-1429 b,3960,2.21 Earths,15.053,2016
Kepler-142 b,1790,4.62 Earths,13.277,2014
Kepler-1421 b,2555,0.749 Earths,12.868,2016
Kepler-1422 b,8044,4.74 Earths,15.741,2016
Kepler-1423 b,1465,1.2 Earths,14.721,2016
Kepler-1424 b,2158,1.65 Earths,13.756,2016
Kepler-1425 b,2818,0.779 Earths,13.681,2016
Kepler-1426 b,5538,3.05 Earths,15.464,2016
Kepler-1427 b,3980,1.37 Earths,15.601,2016
Kepler-1428 b,4992,3.33 Earths,13.759,2016
Kepler-1429 b,3960,2.21 Earths,15.053,2016
Kepler-142 b,1790,4.62 Earths,13.277,2014
Kepler-142 c,1790,8.55 Earths,13.277,2014
Kepler-142 d,1790,5.31 Earths,13.277,2014
Kepler-1430 b,2856,1.76 Earths,15.567,2016
Kepler-1431 b,5295,2.76 Earths,15.4,2016
Kepler-1432 b,7085,5.56 Earths,15.594,2016
Kepler-1433 b,4332,3.05 Earths,15.051,2016
Kepler-1434 b,2530,1.41 Earths,12.198,2016
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1436 b,8255,2.27 Earths,15.119,2016
Kepler-1437 b,6856,2.45 Earths,15.701,2016
Kepler-1438 b,3765,0.779 Earths,14.983,2016
Kepler-1439 b,735,2.73 Earths,17.0484,2016
Kepler-143 b,2640,6.39 Earths,13.882,2014
Kepler-143 c,2640,11.3 Earths,13.882,2014
Kepler-1440 b,3638,2.13 Earths,14.24,2016
Kepler-1441 b,3622,2.27 Earths,14.29,2016
Kepler-1442 b,1986,14.7 Earths,12.114,2016
Kepler-1443 b,1936,0.871 Earths,12.313,2016
Kepler-1444 b,1043,5.39 Earths,12.363,2016
Kepler-1445 b,1652,0.84 Earths,12.407,2016
Kepler-1438 b,3765,0.779 Earths,14.983,2016
Kepler-1439 b,735,2.73 Earths,17.0484,2016
Kepler-143 b,2640,6.39 Earths,13.882,2014
Kepler-143 c,2640,11.3 Earths,13.882,2014
Kepler-1440 b,3638,2.13 Earths,14.24,2016
Kepler-1441 b,3622,2.27 Earths,14.29,2016
Kepler-1442 b,1986,14.7 Earths,12.114,2016
Kepler-1443 b,1936,0.871 Earths,12.313,2016
Kepler-1444 b,1043,5.39 Earths,12.363,2016
Kepler-1445 b,1652,0.84 Earths,12.407,2016
Kepler-1446 b,496,0.477 Earths,12.595,2016
Kepler-1447 b,2904,8.75 Earths,14.747,2016
Kepler-1448 b,2508,3.22 Earths,14.592,2016
Kepler-1449 b,6545,3.46 Earths,15.142,2016
Kepler-144 b,1256,2.33 Earths,12.195,2014
Kepler-144 c,1256,2.39 Earths,12.195,2014
Kepler-1450 b,1650,3.57 Earths,15.923,2016
Kepler-1451 b,3454,11.2 Earths,15.313,2016
Kepler-1452 b,3250,7.75 Earths,13.215,2016
Kepler-1453 b,3901,7.61 Earths,15.695,2016
Kepler-1454 b,2546,4.19 Earths,15.009,2016
Kepler-1455 b,1167,5.31 Earths,16.06,2016
Kepler-1456 b,1208,1.55 Earths,15.777,2016
Kepler-1457 b,2903,4.62 Earths,14.066,2016
Kepler-1458 b,1776,8.05 Earths,14.434,2016
Kepler-1459 b,1486,2.42 Earths,14.893,2016
Kepler-145 b,1849,37.1 Earths,11.977,2013
Kepler-145 c,1849,0.25 Jupiters,11.977,2013
Kepler-1460 b,1805,4.5 Earths,16.166,2016
Kepler-1461 b,2215,4.78 Earths,15.828,2016
Kepler-1454 b,2546,4.19 Earths,15.009,2016
Kepler-1455 b,1167,5.31 Earths,16.06,2016
Kepler-1456 b,1208,1.55 Earths,15.777,2016
Kepler-1457 b,2903,4.62 Earths,14.066,2016
Kepler-1458 b,1776,8.05 Earths,14.434,2016
Kepler-1459 b,1486,2.42 Earths,14.893,2016
Kepler-145 b,1849,37.1 Earths,11.977,2013
Kepler-145 c,1849,0.25 Jupiters,11.977,2013
Kepler-1460 b,1805,4.5 Earths,16.166,2016
Kepler-1461 b,2215,4.78 Earths,15.828,2016
Kepler-1462 b,3320,14 Earths,15.888,2016
Kepler-1463 b,5505,4.12 Earths,15.905,2016
Kepler-1464 b,3757,3.39 Earths,14.358,2016
Kepler-1464 c,3757,0.972 Earths,14.358,2016
Kepler-1465 b,1173,3.78 Earths,14.724,2016
Kepler-1466 b,2061,3.02 Earths,14.026,2016
Kepler-1467 b,2782,10.9 Earths,15.83,2016
Kepler-1468 b,6195,3.64 Earths,15.111,2016
Kepler-1468 c,6195,1.6 Earths,15.111,2016
Kepler-1469 b,3782,8.25 Earths,16.2388,2016
Kepler-146 b,2338,13.3 Earths,13.921,2014
Kepler-146 c,2338,9.96 Earths,13.921,2014
Kepler-1470 b,1927,1.24 Earths,15.252,2016
Kepler-1471 b,3192,2.57 Earths,15.421,2016
Kepler-1472 b,4825,4.27 Earths,14.666,2016
Kepler-1473 b,2128,1.81 Earths,13.486,2016
Kepler-1474 b,3852,5.31 Earths,15.35,2016
Kepler-1475 b,5116,8.85 Earths,15.36,2016
Kepler-1476 b,3271,3.43 Earths,15.574,2016
Kepler-1477 b,2221,1.76 Earths,14.72,2016
Kepler-146 b,2338,13.3 Earths,13.921,2014
Kepler-146 c,2338,9.96 Earths,13.921,2014
Kepler-1470 b,1927,1.24 Earths,15.252,2016
Kepler-1471 b,3192,2.57 Earths,15.421,2016
Kepler-1472 b,4825,4.27 Earths,14.666,2016
Kepler-1473 b,2128,1.81 Earths,13.486,2016
Kepler-1474 b,3852,5.31 Earths,15.35,2016
Kepler-1475 b,5116,8.85 Earths,15.36,2016
Kepler-1476 b,3271,3.43 Earths,15.574,2016
Kepler-1477 b,2221,1.76 Earths,14.72,2016
Kepler-1478 b,6020,3.64 Earths,15.409,2016
Kepler-1479 b,2377,4.01 Earths,13.914,2016
Kepler-147 b,3399,2.96 Earths,14.134,2014
Kepler-147 c,3399,6.48 Earths,14.134,2014
Kepler-1480 b,1634,3.43 Earths,14.703,2016
Kepler-1481 b,1498,2.04 Earths,14.929,2016
Kepler-1482 b,1851,1.01 Earths,13.967,2016
Kepler-1483 b,4155,2.92 Earths,14.52,2016
Kepler-1484 b,9394,5.1 Earths,15.351,2016
Kepler-1485 b,2008,2.76 Earths,13.411,2016
Kepler-1486 b,5771,5.99 Earths,15.317,2016
Kepler-1487 b,3310,5.18 Earths,13.6,2016
Kepler-1488 b,2955,4.12 Earths,13.146,2016
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1486 b,5771,5.99 Earths,15.317,2016
Kepler-1487 b,3310,5.18 Earths,13.6,2016
Kepler-1488 b,2955,4.12 Earths,13.146,2016
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-1486 b,5771,5.99 Earths,15.317,2016
Kepler-1487 b,3310,5.18 Earths,13.6,2016
Kepler-1488 b,2955,4.12 Earths,13.146,2016
Kepler-1489 b,4185,3.78 Earths,14.983,2016
Kepler-148 b,2581,3.89 Earths,15.398,2014
Kepler-148 c,2581,12.6 Earths,15.398,2014
Kepler-148 d,2581,0.177 Jupiters,15.398,2016
Kepler-1490 b,2815,9.48 Earths,15.616,2016
Kepler-1491 b,6738,2.89 Earths,15.796,2016
Kepler-1492 b,1082,2.83 Earths,14.689,2016
Kepler-14 b,2603,8.4 Jupiters,12.003,2011
Kepler-1500 b,3973,1.87 Earths,14.728,2016
Kepler-1501 b,2443,3.05 Earths,13.683,2016
Kepler-1502 b,4939,10.2 Earths,14.18,2016
Kepler-1503 b,3998,5.77 Earths,15.892,2016
Kepler-1504 b,7946,5.18 Earths,15.883,2016
Kepler-1505 b,1615,0.749 Earths,13.043,2016
Kepler-1506 b,7718,2.3 Earths,15.836,2016
Kepler-1507 b,1045,0.52 Earths,13.267,2016
Kepler-1508 b,4111,2.33 Earths,14.561,2016
Kepler-1509 b,6534,4.08 Earths,15.455,2016
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-150 c,2907,13.2 Earths,15.161,2014
Kepler-150 d,2907,8.2 Earths,15.161,2014
Kepler-150 e,2907,9.91 Earths,15.161,2014
Kepler-150 f,2907,12.9 Earths,15.161,2017
Kepler-1510 b,5533,11.2 Earths,15.315,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1509 b,6534,4.08 Earths,15.455,2016
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-150 c,2907,13.2 Earths,15.161,2014
Kepler-150 d,2907,8.2 Earths,15.161,2014
Kepler-150 e,2907,9.91 Earths,15.161,2014
Kepler-150 f,2907,12.9 Earths,15.161,2017
Kepler-1510 b,5533,11.2 Earths,15.315,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1514 b,1296,5.28 Jupiters,11.766,2016
Kepler-1514 c,1296,1.74 Earths,11.766,2020
Kepler-1515 b,1759,0.208 Jupiters,12.1,2016
Kepler-1516 b,4433,3.71 Earths,14.65,2016
Kepler-1517 b,2764,0.216 Jupiters,12.228,2016
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1523 b,2824,3.12 Earths,14.993,2016
Kepler-1524 b,1245,12.3 Earths,12.802,2016
Kepler-1525 b,1249,0.693 Earths,12.797,2016
Kepler-1526 b,1812,6.48 Earths,15.935,2016
Kepler-1527 b,6009,20.4 Earths,15.161,2016
Kepler-1528 b,2667,2.73 Earths,14.576,2016
Kepler-1529 b,2156,5.06 Earths,15.297,2016
Kepler-152 b,1439,8.2 Earths,14.379,2014
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1523 b,2824,3.12 Earths,14.993,2016
Kepler-1524 b,1245,12.3 Earths,12.802,2016
Kepler-1525 b,1249,0.693 Earths,12.797,2016
Kepler-1526 b,1812,6.48 Earths,15.935,2016
Kepler-1527 b,6009,20.4 Earths,15.161,2016
Kepler-1528 b,2667,2.73 Earths,14.576,2016
Kepler-1529 b,2156,5.06 Earths,15.297,2016
Kepler-152 b,1439,8.2 Earths,14.379,2014
Kepler-152 c,1439,6.3 Earths,14.379,2014
Kepler-1530 b,1598,3.33 Earths,14.15,2016
Kepler-1530 c,1598,3.36 Earths,14.15,2016
Kepler-1531 b,2174,1.41 Earths,13.202,2016
Kepler-1532 b,2604,2.39 Earths,15.293,2016
Kepler-1533 b,3154,11.8 Earths,13.289,2016
Kepler-1534 b,3611,4.23 Earths,16.429,2016
Kepler-1535 b,2928,7.04 Earths,14.385,2016
Kepler-1536 b,1263,10 Earths,15.464,2016
Kepler-1537 b,1687,1.76 Earths,14.827,2016
Kepler-1538 b,3671,8.35 Earths,15.551,2016
Kepler-1539 b,2441,7.75 Earths,15.487,2016
Kepler-153 b,1498,8.85 Earths,14.388,2014
Kepler-153 c,1498,6.94 Earths,14.388,2014
Kepler-1540 b,799,6.76 Earths,14.429,2016
Kepler-1541 b,1359,1.65 Earths,13.944,2016
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1542 c,1302,0.208 Earths,12.734,2016
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1538 b,3671,8.35 Earths,15.551,2016
Kepler-1539 b,2441,7.75 Earths,15.487,2016
Kepler-153 b,1498,8.85 Earths,14.388,2014
Kepler-153 c,1498,6.94 Earths,14.388,2014
Kepler-1540 b,799,6.76 Earths,14.429,2016
Kepler-1541 b,1359,1.65 Earths,13.944,2016
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1542 c,1302,0.208 Earths,12.734,2016
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1543 b,3007,7.8 Earths,13.495,2016
Kepler-1544 b,1093,3.82 Earths,14.287,2016
Kepler-1545 b,2381,7.75 Earths,15.256,2016
Kepler-1546 b,3040,9.96 Earths,15.596,2016
Kepler-1547 b,2201,0.666 Earths,13.464,2016
Kepler-1548 b,2845,7.46 Earths,15.324,2016
Kepler-1549 b,2620,7.13 Earths,15.353,2016
Kepler-154 b,2985,5.73 Earths,14.646,2014
Kepler-154 c,2985,9.01 Earths,14.646,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
Kepler-154 e,2985,2.86 Earths,14.646,2016
Kepler-154 f,2985,2.86 Earths,14.646,2016
Kepler-1550 b,3846,9.38 Earths,15.107,2016
Kepler-1551 b,4775,7.56 Earths,15.371,2016
Kepler-1552 b,2509,6.66 Earths,15.203,2016
Kepler-1553 b,2259,1.6 Earths,15.251,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-154 e,2985,2.86 Earths,14.646,2016
Kepler-154 f,2985,2.86 Earths,14.646,2016
Kepler-1550 b,3846,9.38 Earths,15.107,2016
Kepler-1551 b,4775,7.56 Earths,15.371,2016
Kepler-1552 b,2509,6.66 Earths,15.203,2016
Kepler-1553 b,2259,1.6 Earths,15.251,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1576 b,1503,1.12 Earths,13.439,2016
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-1578 b,3471,1.12 Earths,15.585,2016
Kepler-1579 b,1520,0.52 Earths,15.49,2016
Kepler-157 b,2524,2.3 Earths,14.206,2014
Kepler-157 c,2524,5.65 Earths,14.206,2014
Kepler-157 d,2524,2.73 Earths,14.206,2016
Kepler-1580 b,3269,5.1 Earths,12.635,2016
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1590 b,2515,1.55 Earths,14.186,2016
Kepler-1591 b,4631,2.15 Earths,14.846,2016
Kepler-1592 b,5348,2.99 Earths,14.94,2016
Kepler-1593 b,2082,10.2 Earths,16.19,2016
Kepler-1594 b,3187,1.2 Earths,14.951,2016
Kepler-1595 b,2756,2.04 Earths,15.508,2016
Kepler-1596 b,7001,4.27 Earths,15.632,2016
Kepler-1597 b,3983,1.2 Earths,14.257,2016
Kepler-1598 b,2022,0.809 Earths,13.929,2016
Kepler-1599 b,4333,3.26 Earths,14.97,2016
Kepler-159 b,1219,6.26 Earths,15.386,2014
Kepler-159 c,1219,11.5 Earths,15.386,2014
Kepler-15 b,2412,0.66 Jupiters,13.81,2011
Kepler-1600 b,3363,9.96 Earths,16.076,2016
Kepler-1601 b,2102,0.477 Earths,13.842,2016
Kepler-1602 b,2054,2.36 Earths,13.362,2016
Kepler-1603 b,8848,2.21 Earths,15.397,2016
Kepler-1604 b,1765,2.57 Earths,15.224,2016
Kepler-1605 b,1782,1.28 Earths,12.592,2016
Kepler-1599 b,4333,3.26 Earths,14.97,2016
Kepler-159 b,1219,6.26 Earths,15.386,2014
Kepler-159 c,1219,11.5 Earths,15.386,2014
Kepler-15 b,2412,0.66 Jupiters,13.81,2011
Kepler-1600 b,3363,9.96 Earths,16.076,2016
